id,text
367,听听群众声音吧-！！！#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！ 
368,m
369,坚决反对#外国人永久居留管理条例#！！！！！
370,好样的！继续加油
371,有被韩国赶超的趋势
372,加油，三月春暖花开！
373,加油
374,加油
375,加油
376,坚决反对！！！#外国人永久居留管理条例# 让这条评论上去，我真的不想我的国家成为第二个法国，我只认五十六朵花
377,现在仍是关键时期，形式依然严峻，坚持坚持再坚持，胜利必将属于我们！向所有奋战在防控一线的医护人员致以最崇高的敬礼！
378,快好吧，我还没能去上班呢
379,加油加油！！
380,什么时候查杨宜勇
381,一起加油
382,期待春暖花开，中国加油
383,加油加油加油
384,为武汉加油！中国加油！！！      但是 中华民族的崛起，要由炎黄子孙来完成！！！ 坚决反对《外国人永久居留条例》！！！如若成功后患无穷！害国害民！
385,好棒
386,加油??
387,加油期待春暖花开
388,【#这个反超来自湖北#！】
389,加油加油！相信以后治愈的会越来越多，直到数字归0，一起去武汉看樱花！
390,加油
391,累计出院是和累计确诊对应的吧？
392,我们会越来越好的。我们会打败病毒的。
393,@如何才能干掉一个大V: 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对
394,累了?，宣传什么好坏55开？
395,胜利在望了
396,@Llsagdin：坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！ 坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！ 坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！
397,加油中国
398,武汉加油
399,今天的我也是坚决反对#外国人永久居留管理条例#
400,加油
401,中国，是有中国心的中国人的中国。
402,我反对
403,#外国人永久居留管理条例#如果《外国人永久居留条例》通过了，就意味着背叛了毛爷爷，背叛了孙中山，也背叛了祖国，毛爷爷晚年时说过，如果党的性质变了，中国人民可以去推翻他。
404,加油，等待清零。
405,???湖北加油加油加油
406,我坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！ 坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！ 坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！
407,#外国人永久居留管理条例#中国不是你们的中国！是中国人的中国！你们只不过是负责管理中国的而已！不要把自己当成中国的主人！你们可以决定一些国家利益的事情，但关乎中国命运的事情不是你们随便就能决定的！记着！哪里有压迫哪里就有反抗！你们这么不听取民意，当中国人民的愤怒集中爆发的那一天
408,#外国人永久居留管理条例# 正因为我爱中国，所以坚决反对外国人永久居留管理条例，反对给外国人超国民待遇，反对影响中国人民团结一致建设社会主义的一切管理办法。揽才先固才，攘外先安内，以及不会提意见就不要提意见，不会当代表就不要当代表。中国是最好的中国，不容分裂不容有心分子净钻空子！
409,#外国人永久居留管理条例# 正因为我爱中国，所以坚决反对外国人永久居留管理条例，反对给外国人超国民待遇，反对影响中国人民团结一致建设社会主义的一切管理办法。揽才先固才，攘外先安内，以及不会提意见就不要提意见，不会当代表就不要当代表。中国是最好的中国，不容分裂不容有心分子净钻空子！
410,坚决反对#外国人永久居留管理条例#
411,每天都有好消息。但疫情還沒過，還得繼續保持個人衛生，切莫扎堆！#14亿人在战斗每个你都算数# #万众一心打赢疫情防控阻击战# #武汉加油#
412,抵制外国人永久居住，辛苦的计划生育不是为了给老外腾地方！
413,坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！ 坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！ 坚决反对#外国人永久居留管理条例# ！！！#中国是中国人的中国#！
414,这是什么对比法？累计出院的就和累计确诊的比嘛。
415,咋没评论
416,真好
417,太棒了！！实现反超！现在慢慢的期待看到一个一个的0
418,加油加油…武汉的春天要来了
419,按照这趋势，月底估计就清空了
420,看到曙光，胜利在望
421,真好，加油
422,加油！期待春暖花开
423,每年多少流失的人才，你们留不住却大言不惭要引进外国人才；每年七八百万大学毕业生，你们要引进亚非拉劳动力；计划生育这么多年，原来是为外国人腾地方。有四千万的光棍，你们却提倡跨国婚姻。提出外国人永久居留条例，你们是脑子烧坏了还是良心被狗吃了？这是一场关乎民族存亡的战争，华夏儿女顶起来
424,加油！
425,驱除鞑虏恢复中华
426,//@美色收藏所:已经向着好的方向走了，但是中国是中国人的中国，是56个民族的中国。巨龙，巨龙，你擦亮眼永永永远远的擦亮眼
427,该摘口罩了
428,加油，早日好起来！
429,我来自于湖北洪湖！元月10号回来的老家！现在还在老家！疫情期间自己都没出去过！每天都在家！已经将近两个月了！自己的生活 工作都出现了很大的问题！在打卡的app上自己也打了很多健康卡！但是现在还没任何消息！因为实在没办法了！现在自己生活都出现了问题！
430,太好了！！！
431,加油
432,湖北加油??
433,祖宗之法能变，祖宗之言可变，唯有祖宗之血脉不可变
434,加油加油
435,加油
436,坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！
437,转发微博
438,中国是中国人的中国！！！！
439,加油！
440,加油加油！！期待春暖??花开
441,加油  等待春暖花开的季节
442,会越来越好的，一起加油
443,春暖花开，不要国破不立。。。
444,坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！
445,加油！加油！
446,????
447,坚决反对#外国人永久居留管理条例#
448,中国是中国人的中国！
449,加油加油
450,加油
451,总李死了吗。
452,加油加油。这种好消息太振奋人心了
453,加油！坚持！胜利指日可待ヾ(@^▽^@)ノ
454,湖北在努力，我们已经关了快两个月了！
455,加油！！！
456,湖北加油
457,湖北加油
458,加油  春天来了
459,请大家不要忽视一点，外国人不只是洋人，还有脱离中国国籍的“国人”，如果这个条例一旦放开，各种二代、资本家都可以把国内的资产全部转移出去，合法洗白，转头再根据外国人居住法回国，合法合理，不仅可以在中国生活，还能享受着超国民待遇。
460,湖北加油，春暖花开之日，湖北解放之时
461,武汉加油
462,加油，曙光就在前面
463,请大家不要忽视一点，外国人不只是洋人，还有脱离中国国籍的“国人”，如果这个条例一旦放开，各种二代、资本家都可以把国内的资产全部转移出去，合法洗白，转头再根据外国人居住法回国，合法合理，不仅可以在中国生活，还能享受着超国民待遇。
464,湖北加油！马上就能见到阳光了
465,啊啊啊啊啊快点好起来看到了曙光
466,坚决反对#外国人永久居留管理条例#
467,武汉奥利给
468,加油奥利给
469,借楼问下外国人永久居留条令到底怎么回事，官方能不能明确答复，微博网友都义愤填膺了。。看了话题觉得这不应该是狠抓思想建设的zg能做出来的，一方面强调民族伟大复兴，一方面又出来个外国人永久居留？可能网上有谣言，所以请官方快点明确回应一下吧。是要炎黄子孙流着泪在内忧外患下求生存吗？
470,真不容易啊！
471,不懂就问，用累计治愈和现有确诊作比较，有什么意义吗？
472,当官不为民做主，不如回家种番薯
473,#外国人永久居留管理条例# 这是什么？？？？？
474,#外国人永久居留管理条例# 我反对
475,转发微博
476,加油加油！中国加油
477,强烈要求关闭国际航班！禁止输入型冠状肺炎！
478,@深海浅眠夜20498: 坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！
479,加油?
480,湖北加油，中国加油！！！
481,我从出生就信仰着她，热爱着她，直到今天我带着失望审视她
482,祝疫情早日结束，一切工作恢复正常！一起加油＾０＾~
483,坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！ 
484,加油，加油。
485,湖北加油
486,哇！加油加油！！
487,加油 我实在想开学
488,加油加油！
489,全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例#
490,刷评这事我也不喜欢干，但没办法，反正也不是一个人说了，官博不澄清，不表态，反对票投不了，30几亿阅读量只是一味地控评撤话题，几天的时间突然感觉自己学了这么多年的mz原来都是放p。法案过，五四见人微言轻，但就想说一句，毛爷爷当年真伟大，五四青年好榜样#外国人永久居留管理条例#
491,加油加油！！
492,坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！
493,2
494,今天你保持沉默，不发声，因为你觉得无所谓，明天洋垃圾已经开始大规模进入中国了，你依然保持沉默，不发声，还是觉得无所谓，直到有一天你被洋垃圾欺负了，你终于有意见了，不再沉默了，可是到时候你会发现，已经没有人再为你发声了。不是种族歧视，只是想让更多人了解这件事。中国是中国人的中国！
495,多多关注滞留在湖北(除武汉市外)的健康外省人，要回去上班上学@人民日报
496,我不仅反对外国人永久居留管理条例，我还要求强力遣返中国三非黑人，扫除白垃圾，防止宗教文化思想入侵，禁止全面绿化，韩国邪教传播，缩减留学生待遇，加大赴中申请审查，清理外国人在华数量，以上急需解决，欢  迎大家踊跃复制张贴！
497,0
498,。。。
499,湖北要复工
500,等到疫苗出来后才算成功了！
501,"保护祖国是我们的义务?即使我的力量小，但有一分热,发一分光?坚决反对#外国人永久居留管理条例#?? 拒绝外族入中??"
502,?加油，希望白衣天使们都健健康康，春天已经来了啊～
503,我们一定会赢
504,噢噢不好意思 坚决反对#外国人永久居留管理条例#
505,加油 越来越好
506,穿我华夏汉裳，兴我礼仪之邦 着我汉家衣裳，嫁我华夏儿郎 凤女应当配龙子，安能屈身嫁夷狄？非我族类，其心必异，戎狄志态，不与华同。 ——春秋·左丘明《左传·成公四年》
507,加油！期待春暖花开?
508,不好好改革大学教学方式培养本国人才提高人才待遇让海外留学生回来，引进洋人从内部瓦解中国人。去国外留学还要考雅思托福。国家干了什么无条件让人居住，本来跪的厉害。外国人在中国待遇都比国人高人一等是zf行为让人民没优越感。好东西都是出口的，对待国人都是最差的。 
509,加油！文体两开花！
510,你们暗箱操作要不要脸  为人民服务去哪里了 反对外国人永久居住 是我们十四亿人民态度  我们投反对票 不要自己用我们的号投
511,放湖北省其他城市人工作呀！国家是给补助还是免费吃喝啊？
512,加油(? ??_??)?
513,请大家不要忽视一点，外国人不只是洋人，还有脱离中国国籍的“国人”，如果这个条例一旦放开，各种二代、资本家都可以把国内的资产全部转移出去，合法洗白，转头再根据外国人居住法回国，合法合理，不仅可以在中国生活，还能享受着超国民待遇。
514,中国只能是中国人的国家 坚决抵制#外国人永久居留管理条例#
515,
516,反对#外国人永久居留管理条例#
517,真实的新闻真的没看到几篇都只是截图 别被利用了我怀疑有人煽风点火 那个苏州的可是一月份的事情 引进的基本都是高精尖的人才不要以偏概全评论里面真的很反动真实的新闻真的没看到几篇都只是截图 别被利用了吧我怀疑有人煽风点火 那个苏州的可是一月份的事情 引进的基本都是高精尖的人才不要以偏概全！
518,
519,春天马上就要到了。
520,加油?
521,加油加油，一鼓作气，战胜病毒[加油][加油][加油]
522,武汉，加油！
523,大头在武汉，希望武汉尽快治愈超过现有确诊数！加油武汉！
524,
525,越来越好，坚持就是胜利！
526,很抱歉打扰了。麻烦看下。#中国将全面开放油气勘查开采市场#（贱卖国家战略资源）#外国人永久居留管理条例#（卖国条例，将中国沦为一个资本的洗白场所）#十部委 严控公立医院数量# 现在你视而不见，今后全中国任何一个普通人都将自食恶果
527,终于 想哭
528,加油?
529,"我们今天是弦歌在一堂, 明天要掀起民族自救的巨浪! 巨浪,巨浪,不断地增涨! 同学们!同学们! 快拿出力量, 担负起天下的兴亡!"
530,期待湖北遍地飘0
531,一起加油
532,顶过寒冬，就能迎来春天的暖阳
533,坚决反对#外国人永久居留管理条例#
534,加油！
535,没有一个冬天不可逾越，没有一个春天不回来临
536,【#这个反超来自湖北#！】
537,我华夏传承五千年的民族文化，要亡了！你指着一帮异种人来传承我们的文化吗？我们之所以在灾难面前有着凝聚力，是因为我们都流着一样的血！这些异种人来我们国家生根发芽！这是叛祖叛宗！
538,坚决反对联姻，不想成为第二个法国
539,#国风塑业#   2.29发烧确诊的病人，当天就传开了，文件明明白白写了“发烧”。到今天，安徽都通报0新增0疑似，并且说无症状不计算在内！钻空子，实在愚弄百姓。麻烦注意下（对不起，乱入了）
540,加油
541,加油，期待春暖花开！
542,坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！
543,加油！！湖北好样的 坚持就是胜利
544,黑人都要夺我家国了，还戴口罩费什么劲
545,你们控评控得真好。保证每条微博上千条左右。
546,棒棒哒！！
547,武汉加油！坐等归零
548,希望疫情过后整顿娱乐圈，饭圈文化真会给青少年带来不好的价值观
549,全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例#
550,加油(? ??_??)?
551,这是颜色革命。如果有十分之一的国人和外国人结婚，再带父母来，1变成了3，就会增加4.2亿的人口。我们国家还有很多地区正在脱贫，靠什么养活这么多人口？小学课本上旧社会“华人与狗不得入内”激励几代国人，发愤图强，位卑未敢忘忧国。
552,武汉加油！！中国加油！！！战胜杨宜勇
553,加油加油(? ??_??)?就快过去了
554,坚决反对#反對外國人永久居留管理條例通過#
555,听说某些人准备卖国？
556,湖北省0新增的市要封到几月给个数呗，哪怕4月底好歹给点希望啊
557,"#外国人永久居留管理条例# 外争主权,内除国贼"
558,坚决反对#外国人永久居留管理条例#
559,加油加油
560,武汉加油中国加油??
561,加油加油
562,全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对#外国人永久居留管理条例# 全民呼吁，从我做起，坚决反对
563,虽然觉得这样的对比数据是没有意义的对比，不过还是挺好的，加油
564,加油
565,加油加油
566,加油加油
567,中国是中国人的国，中国人的人是由中国人组成。 坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！
568,一起加油
569,希望疫情早点结束，大家能关注到#外国人永久居留管理条例#不反对外国人永居，但反对低限制永居和裙带关系永居，需要加强外汇管理。另外，反对永居人员无需履行公民全部义务，却可享受超过公民的部分权利。禁止双国籍！
570,都不关注疫情了，“坚决反对”的声音此起彼伏延绵不断了。
571,加油！
572,加油！！！坚持住！！！
573,坚决反对#外国人永久居留管理条例# ！！ 坚决反对#外国人永久居留管理条例# ！！ 坚决反对#外国人永久居留管理条例# ！！ 坚决反对#外国人永久居留管理条例# ！！ 坚决反对#外国人永久居留管理条例# ！！ 坚决反对#外国人永久居留管理条例# ！！ 坚决反对#外国人永久居留管理条例# ！！
574,加油武汉
575,加油呀湖北，加油呀武汉，我想上学。
576,加油加油
577,加油！
578,消息是好的，但还有3万多，还是很多的。
579,加油?
580,坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！坚决反对#外国人永久居留管理条例# ！！ 
581,。
582,加油加油！期待着大家都取了口罩。
583,我们国家太棒了！全国人民都过了个印象深刻的春节。
584,世界人民大团结万岁！
585,湖北加油，武汉加油！快了，真的快了！
586,加油加油！
587,点赞多的评论都在下面？？？
588,反对#外国人永久居留管理条例#
589,求关注#外国人永久居留管理条例##十部委 严控公立医院数量##中国将全面开放油气勘查开采市场#
590,警惕打着爱国旗号背地里干着损国的勾当!
591,加油加油！要多多注意各地的输入性病例，可不能让医护人员们这么长时间的努力白费！！！
592,转发微博
593,
594,继续加油！！
595,加油加油！！
596,加油加油?！
597,@死心_26952: 庚子年，引狼入室 华夏血凋零：诸位，搜杨宜勇！诸位，如若通过 ，5.4见大势倾轧在即，欲挽天倾者，请起身 诸位，拿去复制去传播一下吧，这是我们最后的防线
598,加油！
599,金叉
600,反对
601,赞
602,截至3月1日24时，湖北现有确诊病例30543例，累计治愈出院病例33757例，累计治愈出院病例超过现有确诊病例。一起加油！ 
603,好消息
604,加油加油！
605,一起加油
606,加油
607,加油！加油！加油！
608,你们还是打算什么都不说吗？  网络上联姻的谣言。已经满天飘了  可是联姻是假条例是真不是吗？
609,战胜了疫情，又引入大量好吃懒做的洋垃圾，再战瘟神？//@冉冉升起的大太阳ranran:反对#外国人永久居留管理条例#中国成立71年来，中国人发展经济不依靠殖民掠夺，不发战争财，拼的是血汗和环境，我们从逆境而来披荆斩棘全靠自己双手，现如今我们那些底层努力向上的人尚且没有感受到福利如今要给外人……
610,不想让黑色手臂升起五星红旗！！！
611,@约吧唐草: 广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例，广东新增一例境外输入病例
612,好棒
613,中华人民共和国成立71年来，中国人发展经济不依靠殖民掠夺，不发战争财，拼的是血汗和环境，我们从逆境而来披荆斩棘全靠自己的双手，现如今我们那些底层努力向上的人尚且没有感受到福利如今要给外人，门槛设计的太低引来的只是垃圾，有一些知识不要永远只存在课本里。
614,我想说那多出来的3214人是哪来的？
615,加油加油！春天总会来的！！！
616,中国是中国人的中国。
617,加油 ? 期待春暖花开！！！
618,人民日报不为人民。选择性看不见不发声。建议改名吧。zz日报
619,好棒ヾ ^_^?
620,加油加油，期待一起到武汉看樱花吃热干面的日子！
621,加油
622,人民日报怎么控评了？？
623,预计再有十天，武汉的确诊病例也就该出院出完了，所有的方舱医院也就都要完成支援任务了。
624,加油
625,看到了希望 加油 一切都会好的
626,：
627,#外国人永久居留管理条例# 超国民待遇何时了
628,为什么不能点赞
629,境外回来隔离收费，外国人治疗收费
630,#这个反超来自湖北#
631,那个条例我去看了一下，半天打不开，试了几次，登上去了，匿名登录也得写自己的名字住址电话邮箱，感觉并不是真的匿名。登进去打开了正在投票呢，到第二页就又显示不出来了，难道服务器崩了？不希望有人趁机给国家添乱，但是我们也要总有合法的权利
632,
633,加油 加油 快点好起来!
634,感谢所有在一线为人民服务的人 你们都是英雄 这些数字是你们冒着生命危险换来的 感谢你们
635,坚决反对#外国人永久居留管理条例# 坚决反对
636,好样的，再接再厉。
637,你怎么哑巴了？不是说双黄连的时候了？外国人都不用枪炮就能打进中国了黑人日报
638,这是什么神仙比较？有意义？
639,你安好，我无恙！加油?
640,加油
641,武汉那些方舱医院就要关闭了
642,真如杨宜勇说的中华民族的伟大复兴真的需要外国人吗？大唐的时候不需要我想现在也不需要吧！中国56个民族决不允许多一个，少一个。反对外国人永久居留
643,希望早日得到来自武汉反超的好消息！全国全省新增早日全部清零！
644,坚决反对#外国人永久居留管理条例#
645,加油！一定会度过难关
646,请大家不要忽视一点，外国人不只是洋人，还有脱离中国国籍的“国人”，如果这个条例一旦放开，各种二代、资本家都可以把国内的资产全部转移出去，合法洗白，转头再根据外国人居住法回国，合法合理，不仅可以在中国生活，还能享受着超国民待遇。
647,左边说一个中国不可分割，右边来个外国人永久居留管理条例
648,那豫章书院，大奔进故宫，红十字会，武汉政府不作为，永久居住条例解决了嘛？是不是互联网没有记忆？
649,加油
650,蓝色继续向上冲冲冲，加油
651,#阳光信用# 日行一善，积善成德，喜暖人间。 日行一善之人有一颗善良的心，宽广的心，美好的心，完整的心。 日行一善，积善成德，喜暖人间。
652,加油！武汉！
653,加油吖！
654,#反对外国人永久居留管理条例投票#
655,加油
656,一起加油！
657,加油，你们是最棒的
658,加油
659,加油
660,数据、数据，数据说话
661,我们反对通过#外国人永久居留管理条例#我们不希望数十年后的中国像现在的欧洲国家一样，总是因为种族问题发生暴乱。给我们的后代一个和平稳定的环境，而不是整天生活在动乱中。而且我们只是反对“人口洋垃圾”，但我们欢迎高技术人才来建设中国。中国不需要好吃懒做的外国人。
662,湖北加油啊！！！！
663,
664,湖北加油啊，都好起来吃火锅啊
665,加油?我们期待春暖花开
666,你的眼还明亮吗
667,加油
668,转自毛主席的一段话，混进党里、政府里、军队里和各种文化界的资产阶级代表人物，是一批反革命的修正主义分子，一旦时机成熟，他们就会要夺取政权，由无产阶级专政变为资产阶级专政。
669,加油
670,巨龙巨龙你擦亮眼
671,请大家不要忽视一点，外国人不只是洋人，还有脱离中国国籍的“国人”，如果这个条例一旦放开，各种二代、资本家都可以把国内的资产全部转移出去，合法洗白，转头再根据外国人居住法回国，合法合理，不仅可以在中国生活，还能享受着超国民待遇。
672,加油加油?? 会好的 都会过去的
673,加油！！！！！马上就会好起来的！！
674,干脆你就开启精选评论咯，空瓶好难看啊你
675,终于明白了鲁迅先生的话： “我从出生开始就信仰它，热爱它，今天是我第一次带着失望审视它”@@强烈反对外国人永久居留条例
676,我们自己国家都没有安排好，就让那些煤球入侵中国？
677,没看出这个时点数和累计数比较的意义在哪里啊，是我逻辑不对？个人觉得当天收治和当天出院比较，或者累计收治和累计出院比较，都更有意义吧。
678,反对#外国人永久居留管理条例#中国人民自古以来团结一心，这凝聚力其他国家绝对做不到！一旦大量的外国人以及他们的后代可以长期居住在中国，会带来怎样的后果？这其中绝非仅仅移民那么简单，牵涉到中国民生、社会治安、宗教信仰、教育、国家主权、民族与种族等等一系列问题。
679,武汉也抓紧反超
680,加油，但是能不能正面回应外国人永久居留证
681,凭什么为什么让外国人定居？
682,#外国人永久居留管理条例# 中华民族的富强由中华人民自己完成
683,中国真的很牛
684,加油湖北
685,大家还要继续加油啊！
686,加油！
687,加油中国，加油武汉
688,量中华之物力，结与国之欢心
689,江苏2月17日已经开始试点外国人永居条例了，街头见吧，终于还是轮到我们这一辈人了，位卑未敢忘忧国！
690,在？看看外国人永久居住条例？
691,不可以  条  例！！！！
692,我真的好想哭
693,武汉加油！再不解封关在家里炒币要比上班赚的多了！
694,在？看看内脏
695,加油
